concept_id,concept_code,concept_name,body_system,progressive,icd
45540556,S68.429A,"Partial traumatic amputation of unspecified hand at wrist level, initial encounter",musculoskeletal,no,10
45538994,M89.441,"Other hypertrophic osteoarthropathy, right hand",musculoskeletal,no,10
45539001,M90.621,"Osteitis deformans in neoplastic diseases, right upper arm",musculoskeletal,yes,10
45539002,M90.641,"Osteitis deformans in neoplastic diseases, right hand",musculoskeletal,yes,10
45538061,F31.13,"Bipolar disorder, current episode manic without psychotic features, severe",mental health,no,10
45538062,F31.32,"Bipolar disorder, current episode depressed, moderate",mental health,no,10
45538063,F31.78,"Bipolar disorder, in full remission, most recent episode mixed",mental health,no,10
45538064,F31.89,Other bipolar disorder,mental health,no,10
45539032,N13.721,"Vesicoureteral-reflux with reflux nephropathy without hydroureter, unilateral",renal,no,10
45535079,S48.112D,"Complete traumatic amputation at level between left shoulder and elbow, subsequent encounter",musculoskeletal,no,10
45535080,S48.912D,"Complete traumatic amputation of left shoulder and upper arm, level unspecified, subsequent encounter",musculoskeletal,no,10
45533311,H35.739,"Hemorrhagic detachment of retinal pigment epithelium, unspecified eye",ophthalmological,no,10
45533314,H40.1411,"Capsular glaucoma with pseudoexfoliation of lens, right eye, mild stage",ophthalmological,no,10
45533315,H40.2293,"Chronic angle-closure glaucoma, unspecified eye, severe stage",ophthalmological,no,10
45533316,H40.31X0,"Glaucoma secondary to eye trauma, right eye, stage unspecified",ophthalmological,no,10
45533317,H40.40X3,"Glaucoma secondary to eye inflammation, unspecified eye, severe stage",ophthalmological,no,10
45533318,H40.40X4,"Glaucoma secondary to eye inflammation, unspecified eye, indeterminate stage",ophthalmological,no,10
45533319,H40.41X0,"Glaucoma secondary to eye inflammation, right eye, stage unspecified",ophthalmological,no,10
45533320,H40.41X3,"Glaucoma secondary to eye inflammation, right eye, severe stage",ophthalmological,no,10
45533321,H40.42X3,"Glaucoma secondary to eye inflammation, left eye, severe stage",ophthalmological,no,10
45533322,H40.43X2,"Glaucoma secondary to eye inflammation, bilateral, moderate stage",ophthalmological,no,10
45533323,H40.50X2,"Glaucoma secondary to other eye disorders, unspecified eye, moderate stage",ophthalmological,no,10
45533324,H40.52X3,"Glaucoma secondary to other eye disorders, left eye, severe stage",ophthalmological,no,10
45533325,H40.52X4,"Glaucoma secondary to other eye disorders, left eye, indeterminate stage",ophthalmological,no,10
45533327,H40.61X2,"Glaucoma secondary to drugs, right eye, moderate stage",ophthalmological,no,10
45533328,H40.63X1,"Glaucoma secondary to drugs, bilateral, mild stage",ophthalmological,no,10
45533330,H43.813,"Vitreous degeneration, bilateral",ophthalmological,no,10
45533338,H46.00,"Optic papillitis, unspecified eye",ophthalmological,no,10
45533339,H46.03,"Optic papillitis, bilateral",ophthalmological,no,10
45533341,H47.291,"Other optic atrophy, right eye",ophthalmological,no,10
45533342,H47.49,Disorders of optic chiasm in (due to) other disorders,ophthalmological,no,10
45533343,H47.529,"Disorders of visual pathways in (due to) neoplasm, unspecified side",ophthalmological,no,10
45539045,N35.011,Post-traumatic bulbous urethral stricture,renal,no,10
45539072,N90.811,Female genital mutilation Type I status,genitourinary,no,10
45538105,G40.101,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, with status epilepticus",neurological,no,10
45538107,G40.901,"Epilepsy, unspecified, not intractable, with status epilepticus",neurological,no,10
45538124,G56.02,"Carpal tunnel syndrome, left upper limb",neurological,no,10
45538126,G56.92,Unspecified mononeuropathy of left upper limb,neurological,no,10
45538127,G57.21,"Lesion of femoral nerve, right lower limb",neurological,no,10
45538128,G57.41,"Lesion of medial popliteal nerve, right lower limb",neurological,no,10
45538129,G57.42,"Lesion of medial popliteal nerve, left lower limb",neurological,no,10
45536451,S98.019S,"Complete traumatic amputation of unspecified foot at ankle level, sequela",musculoskeletal,no,10
45536453,S98.311D,"Complete traumatic amputation of right midfoot, subsequent encounter",musculoskeletal,no,10
45536454,S98.922S,"Partial traumatic amputation of left foot, level unspecified, sequela",musculoskeletal,no,10
45538138,G81.12,Spastic hemiplegia affecting left dominant side,neurological,no,10
45538139,G81.13,Spastic hemiplegia affecting right nondominant side,neurological,no,10
45538140,G81.91,"Hemiplegia, unspecified affecting right dominant side",neurological,no,10
45538142,G83.32,"Monoplegia, unspecified affecting left dominant side",neurological,no,10
45538144,G90.512,Complex regional pain syndrome I of left upper limb,neurological,no,10
45539964,S48.111D,"Complete traumatic amputation at level between right shoulder and elbow, subsequent encounter",musculoskeletal,no,10
45539965,S48.112S,"Complete traumatic amputation at level between left shoulder and elbow, sequela",musculoskeletal,no,10
45539966,S48.911D,"Complete traumatic amputation of right shoulder and upper arm, level unspecified, subsequent encounter",musculoskeletal,no,10
45539967,S48.919S,"Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified, sequela",musculoskeletal,no,10
45538208,H15.013,"Anterior scleritis, bilateral",ophthalmological,no,10
45538233,H20.821,"Vogt-Koyanagi syndrome, right eye",ophthalmological,no,10
45538234,H21.231,"Degeneration of iris (pigmentary), right eye",ophthalmological,no,10
45538235,H21.239,"Degeneration of iris (pigmentary), unspecified eye",ophthalmological,no,10
45538236,H21.241,"Degeneration of pupillary margin, right eye",ophthalmological,no,10
45538237,H21.272,"Miotic pupillary cyst, left eye",ophthalmological,no,10
45538238,H21.541,"Posterior synechiae (iris), right eye",ophthalmological,no,10
45538239,H21.553,"Recession of chamber angle, bilateral",ophthalmological,no,10
45538240,H21.82,Plateau iris syndrome (post-iridectomy) (postprocedural),ophthalmological,no,10
45538248,H27.111,"Subluxation of lens, right eye",ophthalmological,no,10
45538249,H30.029,"Focal chorioretinal inflammation of posterior pole, unspecified eye",ophthalmological,no,10
45538250,H30.109,"Unspecified disseminated chorioretinal inflammation, unspecified eye",ophthalmological,no,10
45538251,H31.103,"Choroidal degeneration, unspecified, bilateral",ophthalmological,no,10
45538252,H31.109,"Choroidal degeneration, unspecified, unspecified eye",ophthalmological,no,10
45538253,H31.123,"Diffuse secondary atrophy of choroid, bilateral",ophthalmological,no,10
45538254,H31.301,"Unspecified choroidal hemorrhage, right eye",ophthalmological,no,10
45538256,H31.429,"Serous choroidal detachment, unspecified eye",ophthalmological,no,10
45538257,H33.102,"Unspecified retinoschisis, left eye",ophthalmological,no,10
45538258,H33.42,"Traction detachment of retina, left eye",ophthalmological,no,10
45538264,H35.163,"Retinopathy of prematurity, stage 5, bilateral",ophthalmological,no,10
45538265,H35.179,"Retrolental fibroplasia, unspecified eye",ophthalmological,no,10
45538266,H35.349,"Macular cyst, hole, or pseudohole, unspecified eye",ophthalmological,no,10
45538267,H35.351,"Cystoid macular degeneration, right eye",ophthalmological,no,10
45538268,H35.372,"Puckering of macula, left eye",ophthalmological,no,10
45538269,H35.431,"Paving stone degeneration of retina, right eye",ophthalmological,no,10
45538270,H35.462,"Secondary vitreoretinal degeneration, left eye",ophthalmological,no,10
45538271,H35.732,"Hemorrhagic detachment of retinal pigment epithelium, left eye",ophthalmological,no,10
45538277,H40.1292,"Low-tension glaucoma, unspecified eye, moderate stage",ophthalmological,no,10
45538278,H40.1331,"Pigmentary glaucoma, bilateral, mild stage",ophthalmological,no,10
45538279,H40.1392,"Pigmentary glaucoma, unspecified eye, moderate stage",ophthalmological,no,10
45538280,H40.20X1,"Unspecified primary angle-closure glaucoma, mild stage",ophthalmological,no,10
45538281,H40.243,"Residual stage of angle-closure glaucoma, bilateral",ophthalmological,no,10
45538282,H40.30X2,"Glaucoma secondary to eye trauma, unspecified eye, moderate stage",ophthalmological,no,10
45538284,H40.40X2,"Glaucoma secondary to eye inflammation, unspecified eye, moderate stage",ophthalmological,no,10
45538285,H40.42X2,"Glaucoma secondary to eye inflammation, left eye, moderate stage",ophthalmological,no,10
45538286,H40.51X2,"Glaucoma secondary to other eye disorders, right eye, moderate stage",ophthalmological,no,10
45538288,H40.813,"Glaucoma with increased episcleral venous pressure, bilateral",ophthalmological,no,10
45533598,K50.00,Crohn's disease of small intestine without complications,gastrointestinal,no,10
45533600,K50.812,Crohn's disease of both small and large intestine with intestinal obstruction,gastrointestinal,no,10
45533601,K50.814,Crohn's disease of both small and large intestine with abscess,gastrointestinal,no,10
45533602,K51.214,Ulcerative (chronic) proctitis with abscess,gastrointestinal,no,10
45533605,K51.818,Other ulcerative colitis with other complication,gastrointestinal,no,10
45543907,N99.110,"Postprocedural urethral stricture, male, meatal",genitourinary,no,10
45552183,A50.32,Late congenital syphilitic chorioretinitis,neurological,yes,10
45552184,A50.39,Other late congenital syphilitic oculopathy,neurological,yes,10
45552186,A52.12,Other cerebrospinal syphilis,neurological,yes,10
45553198,M49.89,"Spondylopathy in diseases classified elsewhere, multiple sites in spine",musculoskeletal,no,10
45553202,M51.46,"Schmorl's nodes, lumbar region",musculoskeletal,no,10
45553214,M61.161,"Myositis ossificans progressiva, right lower leg",musculoskeletal,no,10
45553215,M61.171,"Myositis ossificans progressiva, right ankle",musculoskeletal,no,10
45553216,M61.221,"Paralytic calcification and ossification of muscle, right upper arm",musculoskeletal,no,10
45553217,M61.229,"Paralytic calcification and ossification of muscle, unspecified upper arm",musculoskeletal,no,10
45553218,M61.242,"Paralytic calcification and ossification of muscle, left hand",musculoskeletal,no,10
45553219,M61.342,"Calcification and ossification of muscles associated with burns, left hand",musculoskeletal,no,10
45553220,M61.519,"Other ossification of muscle, unspecified shoulder",musculoskeletal,no,10
45553221,M61.521,"Other ossification of muscle, right upper arm",musculoskeletal,no,10
45553222,M61.531,"Other ossification of muscle, right forearm",musculoskeletal,no,10
45553226,M62.519,"Muscle wasting and atrophy, not elsewhere classified, unspecified shoulder",musculoskeletal,no,10
45553227,M62.539,"Muscle wasting and atrophy, not elsewhere classified, unspecified forearm",musculoskeletal,no,10
45533653,L89.022,"Pressure ulcer of left elbow, stage 2",dermatological,no,10
45548339,M1A.3321,"Chronic gout due to renal impairment, left wrist, with tophus (tophi)",metabolic,no,10
45548340,M1A.3691,"Chronic gout due to renal impairment, unspecified knee, with tophus (tophi)",metabolic,no,10
45548341,M1A.4610,"Other secondary chronic gout, right knee, without tophus (tophi)",metabolic,no,10
45548342,M1A.4720,"Other secondary chronic gout, left ankle and foot, without tophus (tophi)",metabolic,no,10
45548351,M21.6X1,Other acquired deformities of right foot,musculoskeletal,no,10
45548362,M23.201,"Derangement of unspecified lateral meniscus due to old tear or injury, left knee",musculoskeletal,no,10
45533654,L89.024,"Pressure ulcer of left elbow, stage 4",dermatological,no,10
45535944,S78.019S,"Complete traumatic amputation at unspecified hip joint, sequela",musculoskeletal,no,10
45535945,S78.021S,"Partial traumatic amputation at right hip joint, sequela",musculoskeletal,no,10
45535946,S78.029A,"Partial traumatic amputation at unspecified hip joint, initial encounter",musculoskeletal,no,10
45535947,S78.121S,"Partial traumatic amputation at level between right hip and knee, sequela",musculoskeletal,no,10
45533655,L89.111,"Pressure ulcer of right upper back, stage 1",dermatological,no,10
45547394,A17.81,Tuberculoma of brain and spinal cord,neurological,no,10
45533652,L89.019,"Pressure ulcer of right elbow, unspecified stage",dermatological,no,10
45533656,L89.201,"Pressure ulcer of unspecified hip, stage 1",dermatological,no,10
45533657,L89.329,"Pressure ulcer of left buttock, unspecified stage",dermatological,no,10
45533658,L89.604,"Pressure ulcer of unspecified heel, stage 4",dermatological,no,10
45533659,L89.819,"Pressure ulcer of head, unspecified stage",dermatological,no,10
45533660,L89.92,"Pressure ulcer of unspecified site, stage 2",dermatological,no,10
45533663,L97.204,Non-pressure chronic ulcer of unspecified calf with necrosis of bone,dermatological,no,10
45533664,L97.423,Non-pressure chronic ulcer of left heel and midfoot with necrosis of muscle,dermatological,no,10
45533665,L97.501,Non-pressure chronic ulcer of other part of unspecified foot limited to breakdown of skin,dermatological,no,10
45533666,L97.801,Non-pressure chronic ulcer of other part of unspecified lower leg limited to breakdown of skin,dermatological,no,10
45533668,L98.411,Non-pressure chronic ulcer of buttock limited to breakdown of skin,dermatological,no,10
45533669,L98.429,Non-pressure chronic ulcer of back with unspecified severity,dermatological,no,10
45542969,H15.099,"Other scleritis, unspecified eye",ophthalmological,no,10
45542997,H21.211,"Degeneration of chamber angle, right eye",ophthalmological,no,10
45542998,H21.252,"Iridoschisis, left eye",ophthalmological,no,10
45542999,H21.269,"Iris atrophy (essential) (progressive), unspecified eye",ophthalmological,no,10
45543000,H21.279,"Miotic pupillary cyst, unspecified eye",ophthalmological,no,10
45543003,H21.511,"Anterior synechiae (iris), right eye",ophthalmological,no,10
45547396,A18.59,Other tuberculosis of eye,ophthalmological,no,10
45552252,C43.59,Malignant melanoma of other part of trunk,malignancy,n/a,10
45552253,C44.01,Basal cell carcinoma of skin of lip,malignancy,n/a,10
45552254,C44.229,Squamous cell carcinoma of skin of left ear and external auricular canal,malignancy,n/a,10
45552255,C44.621,"Squamous cell carcinoma of skin of unspecified upper limb, including shoulder",malignancy,n/a,10
45552256,C46.50,Kaposi's sarcoma of unspecified lung,malignancy,n/a,10
45552259,C49.20,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",malignancy,n/a,10
45552260,C49.22,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",malignancy,n/a,10
45548365,M23.307,"Other meniscus derangements, unspecified meniscus, left knee",musculoskeletal,no,10
45548363,M23.205,"Derangement of unspecified medial meniscus due to old tear or injury, unspecified knee",musculoskeletal,no,10
45548364,M23.209,"Derangement of unspecified meniscus due to old tear or injury, unspecified knee",musculoskeletal,no,10
45548366,M23.329,"Other meniscus derangements, posterior horn of medial meniscus, unspecified knee",musculoskeletal,no,10
45548367,M23.362,"Other meniscus derangements, other lateral meniscus, left knee",musculoskeletal,no,10
45548375,M24.174,"Other articular cartilage disorders, right foot",musculoskeletal,no,10
45548376,M24.251,"Disorder of ligament, right hip",musculoskeletal,no,10
45548377,M24.40,"Recurrent dislocation, unspecified joint",musculoskeletal,no,10
45548378,M24.411,"Recurrent dislocation, right shoulder",musculoskeletal,no,10
45548379,M24.442,"Recurrent dislocation, left hand",musculoskeletal,no,10
45548380,M24.471,"Recurrent dislocation, right ankle",musculoskeletal,no,10
45548381,M24.479,"Recurrent dislocation, unspecified toe(s)",musculoskeletal,no,10
45548382,M24.675,"Ankylosis, left foot",musculoskeletal,no,10
45548383,M24.839,"Other specific joint derangements of unspecified wrist, not elsewhere classified",musculoskeletal,no,10
45549251,S24.103A,"Unspecified injury at T7-T10 level of thoracic spinal cord, initial encounter",neurological,yes,10
45549252,S24.119A,"Complete lesion at unspecified level of thoracic spinal cord, initial encounter",neurological,yes,10
45549254,S24.153S,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, sequela",neurological,yes,10
45538417,I69.942,Monoplegia of lower limb following unspecified cerebrovascular disease affecting left dominant side,neurological,no,10
45538418,I69.951,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right dominant side,neurological,no,10
45538419,I69.959,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting unspecified side,neurological,no,10
45538420,I69.964,Other paralytic syndrome following unspecified cerebrovascular disease affecting left non-dominant side,neurological,no,10
45543074,H50.16,Alternating exotropia with A pattern,ophthalmological,no,10
45533709,M08.959,"Juvenile arthritis, unspecified, unspecified hip",immunological,no,10
45533689,M05.012,"Felty's syndrome, left shoulder",immunological,no,10
45533690,M05.071,"Felty's syndrome, right ankle and foot",immunological,no,10
45533701,M06.012,"Rheumatoid arthritis without rheumatoid factor, left shoulder",immunological,no,10
45533702,M06.052,"Rheumatoid arthritis without rheumatoid factor, left hip",immunological,no,10
45533703,M06.079,"Rheumatoid arthritis without rheumatoid factor, unspecified ankle and foot",immunological,no,10
45533706,M08.259,"Juvenile rheumatoid arthritis with systemic onset, unspecified hip",immunological,no,10
45533707,M08.472,"Pauciarticular juvenile rheumatoid arthritis, left ankle and foot",immunological,no,10
45533708,M08.951,"Juvenile arthritis, unspecified, right hip",immunological,no,10
45533710,M08.969,"Juvenile arthritis, unspecified, unspecified knee",immunological,no,10
45533712,M10.031,"Idiopathic gout, right wrist",metabolic,no,10
45533713,M10.059,"Idiopathic gout, unspecified hip",metabolic,no,10
45533716,M10.421,"Other secondary gout, right elbow",metabolic,no,10
45533717,M10.49,"Other secondary gout, multiple sites",metabolic,no,10
45533719,M11.10,"Familial chondrocalcinosis, unspecified site",immunological,no,10
45533720,M11.131,"Familial chondrocalcinosis, right wrist",immunological,no,10
45533721,M11.141,"Familial chondrocalcinosis, right hand",immunological,no,10
45533722,M11.161,"Familial chondrocalcinosis, right knee",immunological,no,10
45543075,H50.53,Vertical heterophoria,ophthalmological,no,10
45543004,H21.519,"Anterior synechiae (iris), unspecified eye",ophthalmological,no,10
45543010,H27.01,"Aphakia, right eye",ophthalmological,no,10
45543011,H27.123,"Anterior dislocation of lens, bilateral",ophthalmological,no,10
45543013,H30.022,"Focal chorioretinal inflammation of posterior pole, left eye",ophthalmological,no,10
45543014,H30.042,"Focal chorioretinal inflammation, macular or paramacular, left eye",ophthalmological,no,10
45543015,H30.113,"Disseminated chorioretinal inflammation of posterior pole, bilateral",ophthalmological,no,10
45543018,H31.012,"Macula scars of posterior pole (postinflammatory) (post-traumatic), left eye",ophthalmological,no,10
45543020,H31.312,"Expulsive choroidal hemorrhage, left eye",ophthalmological,no,10
45543021,H31.402,"Unspecified choroidal detachment, left eye",ophthalmological,no,10
45543022,H33.192,"Other retinoschisis and retinal cysts, left eye",ophthalmological,no,10
45543023,H33.309,"Unspecified retinal break, unspecified eye",ophthalmological,no,10
45543024,H34.231,"Retinal artery branch occlusion, right eye",ophthalmological,no,10
45543027,H35.043,"Retinal micro-aneurysms, unspecified, bilateral",ophthalmological,no,10
45543028,H35.052,"Retinal neovascularization, unspecified, left eye",ophthalmological,no,10
45543029,H35.079,"Retinal telangiectasis, unspecified eye",ophthalmological,no,10
45552262,C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,malignancy,n/a,10
45552267,C63.12,Malignant neoplasm of left spermatic cord,malignancy,n/a,10
45552273,C69.21,Malignant neoplasm of right retina,malignancy,n/a,10
45552274,C69.62,Malignant neoplasm of left orbit,malignancy,n/a,10
45552276,C72.31,Malignant neoplasm of right optic nerve,malignancy,n/a,10
45552278,C74.12,Malignant neoplasm of medulla of left adrenal gland,malignancy,n/a,10
45552281,C78.02,Secondary malignant neoplasm of left lung,malignancy,n/a,10
45552283,C79.01,Secondary malignant neoplasm of right kidney and renal pelvis,malignancy,n/a,10
45552285,C79.51,Secondary malignant neoplasm of bone,malignancy,n/a,10
45552286,C79.52,Secondary malignant neoplasm of bone marrow,malignancy,n/a,10
45552287,C7A.012,Malignant carcinoid tumor of the ileum,malignancy,n/a,10
45552288,C7A.093,Malignant carcinoid tumor of the kidney,malignancy,n/a,10
45552289,C7B.01,Secondary carcinoid tumors of distant lymph nodes,malignancy,n/a,10
45552290,C81.02,"Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45552291,C81.21,"Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45552292,C81.26,"Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45552294,C81.72,"Other Hodgkin lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45552295,C81.75,"Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45552296,C81.95,"Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45552297,C82.10,"Follicular lymphoma grade II, unspecified site",malignancy,n/a,10
45552298,C82.31,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",malignancy,n/a,10
45550668,S88.122D,"Partial traumatic amputation at level between knee and ankle, left lower leg, subsequent encounter",musculoskeletal,no,10
45550669,S88.911D,"Complete traumatic amputation of right lower leg, level unspecified, subsequent encounter",musculoskeletal,no,10
45547412,A50.59,"Other late congenital syphilis, symptomatic",neurological,yes,10
45548402,M33.20,"Polymyositis, organ involvement unspecified",immunological,no,10
45548403,M35.00,"Sicca syndrome, unspecified",immunological,no,10
45548405,M40.05,"Postural kyphosis, thoracolumbar region",musculoskeletal,no,10
45548409,M41.02,"Infantile idiopathic scoliosis, cervical region",musculoskeletal,no,10
45548410,M41.27,"Other idiopathic scoliosis, lumbosacral region",musculoskeletal,no,10
45548414,M43.04,"Spondylolysis, thoracic region",musculoskeletal,no,10
45548415,M43.15,"Spondylolisthesis, thoracolumbar region",musculoskeletal,no,10
45548416,M43.19,"Spondylolisthesis, multiple sites in spine",musculoskeletal,no,10
45548418,M45.0,Ankylosing spondylitis of multiple sites in spine,immunological,no,10
45548419,M45.6,Ankylosing spondylitis lumbar region,immunological,no,10
45548427,M48.12,"Ankylosing hyperostosis [Forestier], cervical region",immunological,no,10
45548429,M48.20,"Kissing spine, site unspecified",musculoskeletal,no,10
45548430,M48.22,"Kissing spine, cervical region",musculoskeletal,no,10
45548437,M49.82,"Spondylopathy in diseases classified elsewhere, cervical region",musculoskeletal,no,10
45538443,I73.01,Raynaud's syndrome with gangrene,cardiac,no,10
45538444,I73.81,Erythromelalgia,cardiac,no,10
45538448,I77.811,Abdominal aortic ectasia,cardiac,no,10
45538451,I82.210,Acute embolism and thrombosis of superior vena cava,cardiac,no,10
45538452,I82.211,Chronic embolism and thrombosis of superior vena cava,cardiac,no,10
45538457,I82.C29,Chronic embolism and thrombosis of unspecified internal jugular vein,cardiac,no,10
45538483,J84.83,Surfactant mutations of the lung,pulmonary/respiratory,yes,10
45533723,M11.812,"Other specified crystal arthropathies, left shoulder",immunological,no,10
45533725,M12.031,"Chronic postrheumatic arthropathy [Jaccoud], right wrist",immunological,no,10
45533726,M12.069,"Chronic postrheumatic arthropathy [Jaccoud], unspecified knee",immunological,no,10
45534631,S14.101S,"Unspecified injury at C1 level of cervical spinal cord, sequela",neurological,yes,10
45534632,S14.107D,"Unspecified injury at C7 level of cervical spinal cord, subsequent encounter",neurological,yes,10
45534633,S14.114S,"Complete lesion at C4 level of cervical spinal cord, sequela",neurological,yes,10
45534634,S14.122A,"Central cord syndrome at C2 level of cervical spinal cord, initial encounter",neurological,yes,10
45534635,S14.123D,"Central cord syndrome at C3 level of cervical spinal cord, subsequent encounter",neurological,yes,10
45534636,S14.123S,"Central cord syndrome at C3 level of cervical spinal cord, sequela",neurological,yes,10
45534637,S14.126A,"Central cord syndrome at C6 level of cervical spinal cord, initial encounter",neurological,yes,10
45534638,S14.126S,"Central cord syndrome at C6 level of cervical spinal cord, sequela",neurological,yes,10
45534640,S14.152A,"Other incomplete lesion at C2 level of cervical spinal cord, initial encounter",neurological,yes,10
45534641,S14.154S,"Other incomplete lesion at C4 level of cervical spinal cord, sequela",neurological,yes,10
45543030,H35.159,"Retinopathy of prematurity, stage 4, unspecified eye",ophthalmological,no,10
45543032,H35.22,"Other non-diabetic proliferative retinopathy, left eye",ophthalmological,no,10
45543034,H35.363,"Drusen (degenerative) of macula, bilateral",ophthalmological,no,10
45543035,H35.382,"Toxic maculopathy, left eye",ophthalmological,no,10
45543036,H35.51,Vitreoretinal dystrophy,ophthalmological,no,10
45543038,H35.712,"Central serous chorioretinopathy, left eye",ophthalmological,no,10
45543039,H35.719,"Central serous chorioretinopathy, unspecified eye",ophthalmological,no,10
45543045,H40.1421,"Capsular glaucoma with pseudoexfoliation of lens, left eye, mild stage",ophthalmological,no,10
45543046,H40.213,"Acute angle-closure glaucoma, bilateral",ophthalmological,no,10
45543047,H40.219,"Acute angle-closure glaucoma, unspecified eye",ophthalmological,no,10
45543049,H40.30X0,"Glaucoma secondary to eye trauma, unspecified eye, stage unspecified",ophthalmological,no,10
45543051,H40.50X1,"Glaucoma secondary to other eye disorders, unspecified eye, mild stage",ophthalmological,no,10
45543052,H40.812,"Glaucoma with increased episcleral venous pressure, left eye",ophthalmological,no,10
45543063,H46.10,"Retrobulbar neuritis, unspecified eye",ophthalmological,no,10
45543064,H47.019,"Ischemic optic neuropathy, unspecified eye",ophthalmological,no,10
45543067,H47.20,Unspecified optic atrophy,ophthalmological,no,10
45543068,H47.392,"Other disorders of optic disc, left eye",ophthalmological,no,10
45543069,H47.642,"Disorders of visual cortex in (due to) vascular disorders, left side of brain",ophthalmological,no,10
45543070,H49.41,"Progressive external ophthalmoplegia, right eye",ophthalmological,no,10
45543071,H50.05,Alternating esotropia,ophthalmological,no,10
45543089,H55.09,Other forms of nystagmus,ophthalmological,no,10
45554156,S34.112D,"Complete lesion of L2 level of lumbar spinal cord, subsequent encounter",neurological,yes,10
45554157,S34.121S,"Incomplete lesion of L1 level of lumbar spinal cord, sequela",neurological,yes,10
45554158,S34.124D,"Incomplete lesion of L4 level of lumbar spinal cord, subsequent encounter",neurological,yes,10
45552300,C82.90,"Follicular lymphoma, unspecified, unspecified site",malignancy,n/a,10
45552301,C82.96,"Follicular lymphoma, unspecified, intrapelvic lymph nodes",malignancy,n/a,10
45552302,C82.98,"Follicular lymphoma, unspecified, lymph nodes of multiple sites",malignancy,n/a,10
45552303,C83.52,"Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45552304,C83.84,"Other non-follicular lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45552305,C84.05,"Mycosis fungoides, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45552306,C84.63,"Anaplastic large cell lymphoma, ALK-positive, intra-abdominal lymph nodes",malignancy,n/a,10
45552307,C84.Z8,"Other mature T/NK-cell lymphomas, lymph nodes of multiple sites",malignancy,n/a,10
45552308,C85.28,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45552311,C91.32,"Prolymphocytic leukemia of B-cell type, in relapse",malignancy,n/a,10
45552314,C92.31,"Myeloid sarcoma, in remission",malignancy,n/a,10
45552315,C93.31,"Juvenile myelomonocytic leukemia, in remission",malignancy,n/a,10
45552317,C95.02,"Acute leukemia of unspecified cell type, in relapse",malignancy,n/a,10
45538726,M24.445,"Recurrent dislocation, left finger",musculoskeletal,no,10
45548454,M61.022,"Myositis ossificans traumatica, left upper arm",musculoskeletal,no,10
45548455,M61.042,"Myositis ossificans traumatica, left hand",musculoskeletal,no,10
45548456,M61.10,"Myositis ossificans progressiva, unspecified site",musculoskeletal,no,10
45548457,M61.112,"Myositis ossificans progressiva, left shoulder",musculoskeletal,no,10
45548458,M61.129,"Myositis ossificans progressiva, unspecified arm",musculoskeletal,no,10
45548459,M61.212,"Paralytic calcification and ossification of muscle, left shoulder",musculoskeletal,no,10
45548460,M61.28,"Paralytic calcification and ossification of muscle, other site",musculoskeletal,no,10
45548461,M61.371,"Calcification and ossification of muscles associated with burns, right ankle and foot",musculoskeletal,no,10
45548462,M61.561,"Other ossification of muscle, right lower leg",musculoskeletal,no,10
45538508,K20.0,Eosinophilic esophagitis,gastrointestinal,no,10
45538530,K50.019,Crohn's disease of small intestine with unspecified complications,gastrointestinal,no,10
45543275,J84.112,Idiopathic pulmonary fibrosis,pulmonary/respiratory,yes,10
45538531,K51.00,Ulcerative (chronic) pancolitis without complications,gastrointestinal,no,10
45538532,K51.314,Ulcerative (chronic) rectosigmoiditis with abscess,gastrointestinal,no,10
45538535,K51.813,Other ulcerative colitis with fistula,gastrointestinal,no,10
45535393,S58.029A,"Partial traumatic amputation at elbow level, unspecified arm, initial encounter",musculoskeletal,no,10
45538600,L89.614,"Pressure ulcer of right heel, stage 4",dermatological,no,10
45552357,D57.80,Other sickle-cell disorders without crisis,hematological,yes,10
45552361,D68.61,Antiphospholipid syndrome,hematological,no,10
45552372,E08.22,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,endocrinological,no,10
45538590,L89.021,"Pressure ulcer of left elbow, stage 1",dermatological,no,10
